"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"137940","","Suotaala E","61.1530039094227","24.3424012244124","3","http://82","0","","82","","","0","",""
"137941","","Suotaala P","61.1540242186221","24.3409812941836","3","http://82","0","","82","","","0","",""
"137942","","Tyrvännön kirkko E","61.1548240520196","24.3363229071537","3","http://82","0","","82","","","0","",""
"137943","","Tyrvännön kirkko P","61.1552852554292","24.3358246838814","3","http://82","0","","82","","","0","",""
"137944","","Leppä I","61.1581976619668","24.3307922526776","3","http://82","0","","82","","","0","",""
"137945","","Urheilukenttä P","61.1582705839402","24.3304964391283","3","http://82","0","","82","","","0","",""
"137946","","Alvettula th E","61.2129096917548","24.4975503514446","3","http://109","0","","109","","","0","",""
"137947","","Häränvattantie P","61.2115522703143","24.4947778597796","3","http://109","0","","109","","","0","",""
"137948","","Häränvattantie E","61.2112260451546","24.4941151160219","3","http://109","0","","109","","","0","",""
"137949","","Siltatie P","61.2061042211827","24.4903102531486","3","http://109","0","","109","","","0","",""
"137950","","Siltatie E","61.2055403898752","24.4901246495683","3","http://109","0","","109","","","0","",""
"137951","","Alvettula P","61.2013506155818","24.4867887810811","3","http://109","0","","109","","","0","",""
"137952","","Alvettula E","61.2006582711915","24.4861912821669","3","http://109","0","","109","","","0","",""
"137953","","Väinölänlahti P","61.1990107100375","24.4863579820939","3","http://109","0","","109","","","0","",""
"137954","","Väinölänlahti E","61.1984307976282","24.4866779718818","3","http://109","0","","109","","","0","",""
"137955","","Nurmintie L","61.1943322407515","24.4814194039731","3","http://109","0","","109","","","0","",""
"137956","","Hyömäki I","61.1929223312718","24.4725790115839","3","http://109","0","","109","","","0","",""
"137957","","Hyömäki L","61.1930507634023","24.4714391114379","3","http://109","0","","109","","","0","",""
"137958","","Jääkärinvainiontie L","61.1918420275326","24.4648458293554","3","http://109","0","","109","","","0","",""
"137959","","Jääkärinvainiontie I","61.1891029924612","24.458611469113","3","http://109","0","","109","","","0","",""
"137960","","Hankaanmäki I","61.1879874609939","24.4523614683678","3","http://109","0","","109","","","0","",""
"137961","","Hankaanmäki L","61.1877545039602","24.4516683876582","3","http://109","0","","109","","","0","",""
"137962","","Kuhalantie I","61.1862689446734","24.4473570003674","3","http://109","0","","109","","","0","",""
"137963","","Kuhalantie L","61.1861463384259","24.4464097790836","3","http://109","0","","109","","","0","",""
"137964","","Pälkäneentie","61.1836665932456","24.4160510052752","3","http://109","0","","109","","","0","",""
"137987","","Kankurintie I","61.1825914507604","24.388320207019","3","http://109","0","","109","","","0","",""
"137988","","Palssari L","61.1823591176825","24.4040249623511","3","http://109","0","","109","","","0","",""
"137989","","Palssari I","61.1825787782965","24.4053952182695","3","http://109","0","","109","","","0","",""
"138103","","Hämeenkoski Läntinen th I","61.0254452351465","25.1119990149628","5","http://98","0","","98","","","0","",""
"138104","","Keskustie 81 L","61.0268113467498","25.1205754627673","5","http://98","0","","98","","","0","",""
"138106","","Peltomaa I","61.0275841563963","25.1294571361823","5","http://98","0","","98","","","0","",""
"138107","","Peltomaa L","61.027837754531","25.1313430343907","5","http://98","0","","98","","","0","",""
"138108","","Käikäläntie L","61.0271708096213","25.1356863702151","5","http://98","0","","98","","","0","",""
"138109","","Käikäläntie I","61.0264576087497","25.1376218938996","5","http://98","0","","98","","","0","",""
"138110","","Koivukuja I","61.0244395752723","25.1465172918188","5","http://98","0","","98","","","0","",""
